0-50, State-gov, 77516, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 2174, 0, 40, United-States, <=50K
0-50, Private, 141590, BasicDegree, 7, NonMarried, Priv-house-serv, Own-child, Occident, Female, 0, 0, 12, United-States, <=50K
0-50, Private, 137421, BasicDegree, 8, NonMarried, Transport-moving, Not-in-family, Orient, Male, 0, 0, 45, ?, <=50K
0-50, Private, 67728, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 5013, 0, 40, Italy, <=50K
0-50, Private, 345522, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 3103, 0, 70, United-States, >50K
0-50, Private, 330087, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 204322, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 50295, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 48, United-States, <=50K
0-50, Self-emp-not-inc, 147258, BasicDegree, 11, NonMarried, Farming-fishing, Own-child, Occident, Male, 0, 0, 65, United-States, <=50K
0-50, Private, 194260, BasicDegree, 10, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 20, United-States, <=50K
50-100, Private, 437727, BasicDegree, 5, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, ?, 34100, BasicDegree, 10, Married, ?, Not-in-family, Occident, Male, 0, 0, 4, United-States, <=50K
50-100, ?, 186611, BasicDegree, 9, NonMarried, ?, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 280960, BasicDegree, 9, Married, Machine-op-inspct, Wife, Occident, Female, 0, 0, 24, United-States, <=50K
0-50, Private, 33117, AdvancedDegree, 12, Married, Protective-serv, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 169628, AdvancedDegree, 13, NonMarried, Sales, Unmarried, Orient, Female, 0, 0, 35, United-States, >50K
0-50, State-gov, 124942, BasicDegree, 10, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 143368, BasicDegree, 10, NonMarried, Other-service, Not-in-family, Orient, Male, 0, 0, 55, United-States, <=50K
0-50, Private, 255621, BasicDegree, 9, Married, Craft-repair, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Self-emp-inc, 154227, BasicDegree, 10, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 75, United-States, <=50K
0-50, Private, 171438, BasicDegree, 11, Married, Sales, Unmarried, Occident, Female, 0, 0, 45, United-States, <=50K
0-50, Private, 191524, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 377017, BasicDegree, 10, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 32, United-States, <=50K
50-100, Private, 192806, BasicDegree, 4, NonMarried, Handlers-cleaners, Not-in-family, Occident, Female, 0, 0, 33, United-States, <=50K
0-50, ?, 259120, BasicDegree, 10, Married, ?, Wife, Occident, Female, 0, 0, 10, United-States, <=50K
0-50, Local-gov, 234195, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Private, 147596, BasicDegree, 10, Married, Adm-clerical, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 147251, BasicDegree, 10, Married, Prof-specialty, Wife, Occident, Female, 0, 0, 36, United-States, <=50K
50-100, Private, 176157, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Local-gov, 176162, BasicDegree, 11, NonMarried, Protective-serv, Own-child, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 384150, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, Private, 107665, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, ?, 82635, BasicDegree, 7, Married, ?, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, State-gov, 165827, AdvancedDegree, 16, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 55, United-States, <=50K
0-50, Private, 287306, AdvancedDegree, 12, Married, Prof-specialty, Husband, Occident, Male, 15024, 0, 60, United-States, >50K
50-100, Self-emp-not-inc, 78786, BasicDegree, 4, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 10, United-States, <=50K
0-50, Self-emp-not-inc, 33310, BasicDegree, 15, Married, Other-service, Not-in-family, Occident, Female, 0, 2339, 35, United-States, <=50K
0-50, Private, 349368, AdvancedDegree, 13, NonMarried, Exec-managerial, Own-child, Occident, Female, 0, 0, 30, United-States, <=50K
50-100, Private, 117674, AdvancedDegree, 13, NonMarried, Prof-specialty, Not-in-family, Occident, Male, 0, 0, 38, United-States, <=50K
0-50, Private, 310889, BasicDegree, 10, NonMarried, Handlers-cleaners, Not-in-family, Occident, Male, 0, 0, 55, United-States, <=50K
0-50, ?, 187167, BasicDegree, 9, Married, ?, Not-in-family, Occident, Female, 0, 0, 30, United-States, <=50K
0-50, Private, 379919, BasicDegree, 10, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Federal-gov, 34862, AdvancedDegree, 12, Married, Sales, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 201723, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 15024, 0, 45, United-States, >50K
0-50, Local-gov, 161463, BasicDegree, 15, Married, Prof-specialty, Husband, Orient, Male, 0, 0, 40, United-States, >50K
0-50, Private, 186410, BasicDegree, 15, NonMarried, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 50, United-States, >50K
50-100, Federal-gov, 62020, BasicDegree, 15, Married, Exec-managerial, Not-in-family, Orient, Male, 0, 0, 55, United-States, >50K
0-50, Private, 42044, BasicDegree, 7, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 170230, AdvancedDegree, 13, Married, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 55, United-States, >50K
0-50, Private, 341358, BasicDegree, 11, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 199426, BasicDegree, 10, NonMarried, Sales, Not-in-family, Occident, Female, 0, 0, 17, United-States, <=50K
0-50, Private, 89172, AdvancedDegree, 13, Married, Craft-repair, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, ?, 148955, BasicDegree, 10, NonMarried, ?, Own-child, Orient, Female, 0, 0, 15, South, <=50K
0-50, Private, 140673, BasicDegree, 10, Married, Sales, Wife, Occident, Female, 0, 0, 40, United-States, >50K
0-50, ?, 71788, BasicDegree, 10, NonMarried, ?, Own-child, Occident, Female, 0, 0, 18, United-States, <=50K
0-50, State-gov, 326033, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 80, United-States, <=50K
0-50, Private, 129305, BasicDegree, 9, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 171067, BasicDegree, 9, NonMarried, Handlers-cleaners, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 143582, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Orient, Female, 0, 0, 35, Japan, <=50K
0-50, ?, 171461, BasicDegree, 6, NonMarried, ?, Own-child, Occident, Female, 0, 0, 20, United-States, <=50K
0-50, Private, 257980, BasicDegree, 9, NonMarried, Machine-op-inspct, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 182866, BasicDegree, 9, NonMarried, Machine-op-inspct, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Self-emp-inc, 69333, AdvancedDegree, 13, Married, Craft-repair, Husband, Occident, Male, 0, 0, 50, United-States, >50K
50-100, Private, 668362, BasicDegree, 2, Married, Handlers-cleaners, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 132879, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, >50K
50-100, Private, 181219, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 1848, 40, United-States, >50K
0-50, ?, 166018, BasicDegree, 10, NonMarried, ?, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 120518, BasicDegree, 9, Married, Adm-clerical, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 183532, BasicDegree, 10, NonMarried, Handlers-cleaners, Own-child, Occident, Male, 0, 0, 25, United-States, <=50K
0-50, Private, 49298, AdvancedDegree, 13, NonMarried, Tech-support, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 157332, BasicDegree, 10, NonMarried, Adm-clerical, Own-child, Occident, Female, 0, 0, 25, United-States, <=50K
0-50, Private, 213726, BasicDegree, 9, Married, Machine-op-inspct, Not-in-family, Orient, Female, 0, 0, 40, Philippines, <=50K
0-50, Private, 31143, BasicDegree, 10, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, ?, 256173, BasicDegree, 6, NonMarried, ?, Own-child, Occident, Female, 0, 0, 15, United-States, <=50K
0-50, Private, 184872, AdvancedDegree, 13, Married, Exec-managerial, Wife, Occident, Female, 0, 0, 55, United-States, >50K
50-100, Private, 202652, BasicDegree, 9, Married, Other-service, Unmarried, Occident, Female, 0, 0, 40, Dominican-Republic, <=50K
50-100, ?, 101602, AdvancedDegree, 16, Married, ?, Husband, Occident, Male, 0, 0, 25, United-States, >50K
50-100, Private, 60940, BasicDegree, 9, Married, Sales, Not-in-family, Occident, Female, 8614, 0, 50, France, >50K
0-50, Private, 292590, BasicDegree, 9, Married, Sales, Other-relative, Occident, Female, 0, 0, 25, United-States, <=50K
0-50, Private, 141420, AdvancedDegree, 13, Married, Handlers-cleaners, Not-in-family, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 159389, AdvancedDegree, 12, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 254534, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, State-gov, 89508, BasicDegree, 15, NonMarried, Prof-specialty, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 238980, BasicDegree, 10, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 60, United-States, <=50K
50-100, Private, 178946, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 48, United-States, >50K
0-50, Private, 204752, AdvancedDegree, 13, NonMarried, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 290213, BasicDegree, 10, Married, Farming-fishing, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 102615, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 1902, 40, United-States, >50K
0-50, Private, 291965, BasicDegree, 10, NonMarried, Tech-support, Unmarried, Orient, Female, 0, 0, 40, Philippines, <=50K
50-100, Local-gov, 175339, AdvancedDegree, 13, Married, Protective-serv, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 90547, BasicDegree, 9, Married, Other-service, Wife, Orient, Female, 0, 0, 23, United-States, <=50K
0-50, ?, 449101, BasicDegree, 9, Married, ?, Own-child, Occident, Female, 0, 0, 30, United-States, <=50K
0-50, Self-emp-not-inc, 101722, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 3137, 0, 40, United-States, <=50K
0-50, ?, 981628, BasicDegree, 9, Married, ?, Unmarried, Orient, Male, 0, 0, 40, United-States, <=50K
50-100, ?, 147989, BasicDegree, 9, Married, ?, Not-in-family, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Self-emp-inc, 204470, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 36, United-States, >50K
50-100, Local-gov, 311409, AdvancedDegree, 14, Married, Prof-specialty, Husband, Orient, Male, 7688, 0, 30, United-States, >50K
0-50, Private, 190027, BasicDegree, 9, NonMarried, Other-service, Other-relative, Orient, Female, 0, 0, 40, ?, <=50K
0-50, Private, 218015, BasicDegree, 10, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 48, United-States, <=50K
0-50, State-gov, 77634, BasicDegree, 1, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 24, United-States, <=50K
50-100, Self-emp-not-inc, 42984, BasicDegree, 15, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 70, United-States, >50K
0-50, Private, 413297, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 3411, 0, 70, Mexico, <=50K
0-50, Self-emp-not-inc, 218835, AdvancedDegree, 14, Married, Sales, Husband, Occident, Male, 0, 0, 50, England, <=50K
0-50, Private, 341051, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 15024, 0, 60, United-States, >50K
50-100, Private, 252419, BasicDegree, 7, Married, Transport-moving, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Federal-gov, 347935, BasicDegree, 10, NonMarried, Protective-serv, Own-child, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 237848, BasicDegree, 10, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 3, United-States, <=50K
50-100, Private, 174826, BasicDegree, 9, Married, Other-service, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 170086, AdvancedDegree, 13, Married, Tech-support, Husband, Occident, Male, 0, 0, 45, United-States, >50K
50-100, Private, 470368, AdvancedDegree, 12, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 48, United-States, <=50K
50-100, Federal-gov, 75235, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 5178, 0, 40, United-States, >50K
0-50, ?, 35854, BasicDegree, 10, NonMarried, ?, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 746432, BasicDegree, 9, NonMarried, Handlers-cleaners, Own-child, Orient, Male, 0, 0, 48, United-States, <=50K
0-50, Self-emp-not-inc, 258498, BasicDegree, 10, Married, Other-service, Wife, Occident, Female, 0, 0, 52, United-States, <=50K
0-50, Private, 176063, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
50-100, Self-emp-not-inc, 26865, BasicDegree, 4, NonMarried, Farming-fishing, Unmarried, Occident, Male, 0, 0, 20, United-States, <=50K
50-100, Private, 104724, AdvancedDegree, 16, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 346321, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 45, United-States, >50K
0-50, Private, 402462, AdvancedDegree, 13, Married, Transport-moving, Unmarried, Occident, Male, 0, 0, 30, Columbia, <=50K
0-50, Private, 153078, BasicDegree, 15, NonMarried, Prof-specialty, Own-child, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 176063, BasicDegree, 11, Married, Exec-managerial, Husband, Occident, Male, 15024, 0, 55, United-States, >50K
0-50, Private, 451059, BasicDegree, 5, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, ?, 229533, BasicDegree, 9, Married, ?, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 106437, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Local-gov, 294313, BasicDegree, 10, Married, Adm-clerical, Wife, Orient, Female, 0, 0, 55, United-States, <=50K
50-100, Private, 67903, BasicDegree, 5, Married, Farming-fishing, Not-in-family, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 133669, BasicDegree, 10, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-inc, 251730, BasicDegree, 10, Married, Protective-serv, Husband, Occident, Male, 0, 0, 60, United-States, >50K
0-50, Private, 72896, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 155664, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 99999, 0, 55, United-States, >50K
0-50, Private, 206520, BasicDegree, 9, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 72338, BasicDegree, 15, Married, Exec-managerial, Husband, Orient, Male, 0, 0, 65, Japan, >50K
0-50, Local-gov, 34640, BasicDegree, 9, Married, Exec-managerial, Husband, Orient, Male, 0, 1887, 40, United-States, >50K
0-50, Private, 236543, BasicDegree, 10, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 68, United-States, <=50K
0-50, Local-gov, 43702, BasicDegree, 11, Married, Adm-clerical, Wife, Occident, Female, 0, 0, 37, United-States, <=50K
0-50, Private, 335248, BasicDegree, 10, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 198197, AdvancedDegree, 13, NonMarried, Tech-support, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
50-100, ?, 281768, AdvancedDegree, 12, Married, ?, Husband, Occident, Male, 0, 0, 4, United-States, <=50K
0-50, Private, 160594, AdvancedDegree, 12, NonMarried, Prof-specialty, Own-child, Occident, Male, 0, 0, 3, United-States, <=50K
0-50, Local-gov, 231826, BasicDegree, 9, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, El-Salvador, <=50K
0-50, Private, 188171, AdvancedDegree, 12, NonMarried, Transport-moving, Own-child, Occident, Male, 0, 0, 60, United-States, <=50K
50-100, Private, 125000, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 166509, BasicDegree, 9, Married, Craft-repair, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 402367, BasicDegree, 10, Married, Transport-moving, Husband, Orient, Male, 7688, 0, 45, United-States, >50K
50-100, Local-gov, 204123, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 10, United-States, <=50K
50-100, Self-emp-inc, 220786, BasicDegree, 10, Married, Sales, Not-in-family, Occident, Female, 0, 0, 60, United-States, <=50K
0-50, Private, 254146, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 1902, 40, United-States, >50K
0-50, Local-gov, 152461, AdvancedDegree, 13, NonMarried, Tech-support, Not-in-family, Occident, Female, 0, 0, 42, United-States, <=50K
0-50, Private, 223669, BasicDegree, 10, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 30, United-States, <=50K
50-100, Private, 120270, BasicDegree, 11, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-not-inc, 304602, BasicDegree, 11, NonMarried, Farming-fishing, Own-child, Occident, Male, 0, 0, 98, United-States, <=50K
50-100, Private, 24108, BasicDegree, 10, Married, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 32546, BasicDegree, 15, Married, Prof-specialty, Unmarried, Occident, Male, 7430, 0, 40, United-States, >50K
0-50, Private, 93885, BasicDegree, 10, Married, Sales, Unmarried, Occident, Female, 0, 0, 48, United-States, <=50K
0-50, Private, 210765, BasicDegree, 9, NonMarried, Craft-repair, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 191276, BasicDegree, 11, Married, Handlers-cleaners, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 71438, BasicDegree, 9, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 20, United-States, <=50K
0-50, Private, 330571, AdvancedDegree, 13, NonMarried, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 16, United-States, <=50K
0-50, Local-gov, 138634, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 112264, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 205865, BasicDegree, 9, NonMarried, Sales, Unmarried, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 224640, BasicDegree, 10, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 180758, BasicDegree, 10, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, ?, 499935, BasicDegree, 11, NonMarried, ?, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 107762, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 214787, BasicDegree, 8, NonMarried, Adm-clerical, Own-child, Occident, Female, 0, 0, 25, United-States, <=50K
0-50, Private, 211032, BasicDegree, 2, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, Mexico, <=50K
0-50, Private, 208353, BasicDegree, 9, NonMarried, Machine-op-inspct, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 157273, BasicDegree, 6, NonMarried, Other-service, Other-relative, Orient, Male, 0, 0, 15, United-States, <=50K
0-50, Private, 75891, AdvancedDegree, 13, Married, Tech-support, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Self-emp-inc, 177675, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 65, United-States, >50K
0-50, Private, 182370, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, ?, 200525, BasicDegree, 7, NonMarried, ?, Own-child, Occident, Female, 0, 0, 25, United-States, <=50K
0-50, Private, 174242, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 15024, 0, 60, United-States, >50K
0-50, Private, 95566, BasicDegree, 2, Married, Other-service, Own-child, Orient, Female, 0, 0, 35, Dominican-Republic, <=50K
0-50, Private, 30290, BasicDegree, 9, NonMarried, Machine-op-inspct, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 240951, BasicDegree, 9, Married, Adm-clerical, Other-relative, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 183810, BasicDegree, 9, Married, Other-service, Husband, Occident, Male, 0, 0, 24, United-States, <=50K
0-50, Private, 94342, AdvancedDegree, 13, Married, Craft-repair, Husband, Occident, Male, 0, 0, 60, United-States, <=50K
50-100, Self-emp-inc, 148577, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 55, United-States, >50K
0-50, Private, 103634, BasicDegree, 9, Married, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 38, United-States, <=50K
50-100, Self-emp-not-inc, 83542, AdvancedDegree, 12, Married, Tech-support, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Federal-gov, 76131, BasicDegree, 10, Married, Exec-managerial, Wife, Orient, Female, 0, 0, 40, United-States, >50K
0-50, Federal-gov, 262402, AdvancedDegree, 13, NonMarried, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 198286, BasicDegree, 10, NonMarried, Other-service, Not-in-family, Occident, Female, 0, 0, 34, United-States, <=50K
0-50, Self-emp-inc, 145441, AdvancedDegree, 14, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, ?, 273558, BasicDegree, 10, NonMarried, ?, Not-in-family, Orient, Male, 0, 0, 30, United-States, <=50K
50-100, Local-gov, 117496, AdvancedDegree, 13, Married, Prof-specialty, Wife, Occident, Female, 0, 0, 24, United-States, <=50K
0-50, Private, 128876, BasicDegree, 6, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 199698, BasicDegree, 9, NonMarried, Farming-fishing, Own-child, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 65390, AdvancedDegree, 12, Married, Craft-repair, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 128645, BasicDegree, 10, Married, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 53481, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
50-100, Private, 92215, BasicDegree, 9, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 45, United-States, <=50K
0-50, Local-gov, 78859, AdvancedDegree, 14, Married, Prof-specialty, Unmarried, Occident, Female, 0, 323, 20, United-States, <=50K
50-100, Self-emp-inc, 187502, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 242080, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 55, United-States, >50K
0-50, Private, 41837, BasicDegree, 10, NonMarried, Transport-moving, Own-child, Occident, Male, 0, 0, 25, United-States, <=50K
0-50, Private, 291374, BasicDegree, 8, NonMarried, Sales, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 148995, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 2415, 60, United-States, >50K
50-100, Private, 159008, BasicDegree, 10, Married, Protective-serv, Husband, Occident, Male, 0, 0, 56, United-States, <=50K
0-50, Private, 271013, BasicDegree, 9, Married, Handlers-cleaners, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 199046, AdvancedDegree, 13, NonMarried, Sales, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 164280, BasicDegree, 6, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 40, Portugal, <=50K
0-50, Local-gov, 116960, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 1887, 40, United-States, >50K
50-100, Private, 100054, BasicDegree, 6, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 183824, BasicDegree, 8, NonMarried, Other-service, Own-child, Occident, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 313925, AdvancedDegree, 12, Married, Prof-specialty, Wife, Occident, Female, 0, 0, 30, United-States, >50K
0-50, Private, 379883, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, Cuba, >50K
50-100, ?, 92593, BasicDegree, 10, Married, ?, Not-in-family, Occident, Female, 0, 0, 25, United-States, <=50K
0-50, Private, 189777, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 198330, AdvancedDegree, 14, Married, Prof-specialty, Unmarried, Orient, Female, 0, 0, 37, United-States, <=50K
0-50, Private, 127451, BasicDegree, 10, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 38, United-States, >50K
50-100, ?, 31577, BasicDegree, 9, Married, ?, Husband, Occident, Male, 0, 0, 18, United-States, <=50K
0-50, ?, 90230, BasicDegree, 9, NonMarried, ?, Own-child, Occident, Male, 0, 0, 20, United-States, <=50K
50-100, Private, 301024, AdvancedDegree, 13, Married, Sales, Not-in-family, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-not-inc, 175732, BasicDegree, 9, NonMarried, Craft-repair, Not-in-family, Occident, Male, 0, 0, 15, United-States, <=50K
0-50, Private, 218889, BasicDegree, 5, NonMarried, Other-service, Own-child, Orient, Male, 0, 0, 35, United-States, <=50K
0-50, Private, 117605, BasicDegree, 5, Married, Sales, Not-in-family, Occident, Male, 0, 0, 35, United-States, <=50K
0-50, Private, 154571, BasicDegree, 10, NonMarried, Machine-op-inspct, Not-in-family, Orient, Male, 0, 0, 45, United-States, >50K
